Retriever,Query,Expected Chunk,Top Retrieved Chunk,Rank of Expected Chunk,Rank Error,Expected Score,Top Retrieved Score,Success,Recall@1,Recall@5,Recall@10,MRR,Expected Title,Retrieved Title,Expected Chunk Text,Top Retrieved Text
BM25,When did transformers become the standard architecture for long sequence modelling?,60,4,183.0,182.0,3.0665269655170007,18.033802543835435,False,False,False,False,0.00546448087431694,Transformer (deep learning),BERT (language model),"W
          
            Q
          
        
      
    
    {\displaystyle W^{Q}}
  
 and 
  
    
      
        
          W
          
            K
          
        
      
    
    {\displaystyle W^{K}}
  
 , which are involved in the attention score computation, defines the ""relevance"". Meanwhile, the value projection matrix 
  
    
      
        
          W
          
            V
","Neural networks using multiplicative units were later called sigma-pi networks or higher-order networks. LSTM became the standard architecture for long sequence modelling until the 2017 publication of transformers. However, LSTM still used sequential processing, like most other RNNs. Specifically, RNNs operate one token at a time from first to last; they cannot operate in parallel over all tokens "
BM25,Why can't RNNs process tokens in parallel?,60,587,154.0,153.0,2.474736695355972,11.848566673769694,False,False,False,False,0.006493506493506494,Transformer (deep learning),BERT (language model),"W
          
            Q
          
        
      
    
    {\displaystyle W^{Q}}
  
 and 
  
    
      
        
          W
          
            K
          
        
      
    
    {\displaystyle W^{K}}
  
 , which are involved in the attention score computation, defines the ""relevance"". Meanwhile, the value projection matrix 
  
    
      
        
          W
          
            V
","However it comes at a cost: due to encoder-only architecture lacking a decoder, BERT can't be prompted and can't generate text, while bidirectional models in general do not work effectively without the right side, thus being difficult to prompt. As an illustrative example, if one wishes to use BERT to continue a sentence fragment ""Today, I went to"", then naively one would mask out all the tokens a"
BM25,What is the main computational drawback of modern transformers?,61,433,279.0,278.0,6.2901140171523515,17.8599615169318,False,False,False,False,0.0035842293906810036,Transformer (deep learning),BERT (language model),", in combination with the part of the output projection matrix 
  
    
      
        
          W
          
            O
          
        
      
    
    {\displaystyle W^{O}}
  
, determines how the attended tokens influence what information is passed to subsequent layers and ultimately the output logits. In addition, the scope of attention, or the range of token relationships captured by ","Theory
A main criticism concerns the lack of theory surrounding some methods. Learning in the most common deep architectures is implemented using well-understood gradient descent. However, the theory surrounding other algorithms, such as contrastive divergence is less clear. (e.g., Does it converge? If so, how fast? What is it approximating?) Deep learning methods are often looked at as a black bo"
BM25,What is the fast weight controller?,61,5,12.0,11.0,8.313825755135813,17.365445553927557,False,False,False,False,0.08333333333333333,Transformer (deep learning),BERT (language model),", in combination with the part of the output projection matrix 
  
    
      
        
          W
          
            O
          
        
      
    
    {\displaystyle W^{O}}
  
, determines how the attended tokens influence what information is passed to subsequent layers and ultimately the output logits. In addition, the scope of attention, or the range of token relationships captured by ","Modern transformers overcome this problem, but unlike RNNs, they require computation time that is quadratic in the size of the context window. The linearly scaling fast weight controller (1992) learns to compute a weight matrix for further processing depending on the input. One of its two networks has ""fast weights"" or ""dynamic links"" (1981). A slow neural network learns by gradient descent to gen"
BM25,How do the two networks in the fast weight controller interact?,61,5,14.0,13.0,12.284595921750713,30.178898186440797,False,False,False,False,0.07142857142857142,Transformer (deep learning),BERT (language model),", in combination with the part of the output projection matrix 
  
    
      
        
          W
          
            O
          
        
      
    
    {\displaystyle W^{O}}
  
, determines how the attended tokens influence what information is passed to subsequent layers and ultimately the output logits. In addition, the scope of attention, or the range of token relationships captured by ","Modern transformers overcome this problem, but unlike RNNs, they require computation time that is quadratic in the size of the context window. The linearly scaling fast weight controller (1992) learns to compute a weight matrix for further processing depending on the input. One of its two networks has ""fast weights"" or ""dynamic links"" (1981). A slow neural network learns by gradient descent to gen"
BM25,What is the purpose of generating keys and values in the fast neural network?,62,5,738.0,737.0,3.558783905166088,32.14182957390563,False,False,False,False,0.0013550135501355014,Transformer (deep learning),BERT (language model),"Concretely, let the multiple attention heads be indexed by 
  
    
      
        i
      
    
    {\displaystyle i}
  
, then we have
  
    
      
        
          MultiheadAttention
        
        (
        Q
        ,
        K
        ,
        V
        )
        =
        
          
            Concat
          
          
            i
            ∈
            [
            
     ","Modern transformers overcome this problem, but unlike RNNs, they require computation time that is quadratic in the size of the context window. The linearly scaling fast weight controller (1992) learns to compute a weight matrix for further processing depending on the input. One of its two networks has ""fast weights"" or ""dynamic links"" (1981). A slow neural network learns by gradient descent to gen"
BM25,What is the generation of keys and values for computing weight changes equivalent to?,62,5,766.0,765.0,1.779391952583044,36.228649897559585,False,False,False,False,0.0013054830287206266,Transformer (deep learning),BERT (language model),"Concretely, let the multiple attention heads be indexed by 
  
    
      
        i
      
    
    {\displaystyle i}
  
, then we have
  
    
      
        
          MultiheadAttention
        
        (
        Q
        ,
        K
        ,
        V
        )
        =
        
          
            Concat
          
          
            i
            ∈
            [
            
     ","Modern transformers overcome this problem, but unlike RNNs, they require computation time that is quadratic in the size of the context window. The linearly scaling fast weight controller (1992) learns to compute a weight matrix for further processing depending on the input. One of its two networks has ""fast weights"" or ""dynamic links"" (1981). A slow neural network learns by gradient descent to gen"
BM25,What does the fast neural network compute?,62,163,633.0,632.0,1.779391952583044,15.50215980276617,False,False,False,False,0.001579778830963665,Transformer (deep learning),BERT (language model),"Concretely, let the multiple attention heads be indexed by 
  
    
      
        i
      
    
    {\displaystyle i}
  
, then we have
  
    
      
        
          MultiheadAttention
        
        (
        Q
        ,
        K
        ,
        V
        )
        =
        
          
            Concat
          
          
            i
            ∈
            [
            
     ","fast weight programmers, or fast weight controllers (1992). A ""slow"" neural network outputs the ""fast"" weights of another neural network through outer products. The slow network learns by gradient descent. It was later renamed as ""linearized self-attention"".
Bahdanau-style attention, also referred to as additive attention,
Luong-style attention, which is known as multiplicative attention,
Early at"
BM25,When was the encoder–decoder sequence transduction developed?,63,6,378.0,377.0,2.745348941123894,17.115198027016213,False,False,False,False,0.0026455026455026454,Transformer (deep learning),BERT (language model),",
        X
        
          W
          
            i
          
          
            V
          
        
        )
        )
        
          W
          
            O
          
        
      
    
    {\displaystyle {\text{MultiheadAttention}}(Q,K,V)={\text{Concat}}_{i\in [n_{\text{heads}}]}({\text{Attention}}(XW_{i}^{Q},XW_{i}^{K},XW_{i}^{V}))W^{O}}
  
 where the matrix 
  
    
  ","Attention with seq2seq
The idea of encoder–decoder sequence transduction had been developed in the early 2010s; commonly cited as the originators that produced seq2seq are two concurrently published papers from 2014.
A 380M-parameter model for machine translation uses two long short-term memories (LSTM). Its architecture consists of two parts. The encoder is an LSTM that takes in a sequence of tok"
BM25,Who are the originators of the seq2seq model?,63,6,195.0,194.0,8.207350127162544,19.75658567268689,False,False,False,False,0.005128205128205128,Transformer (deep learning),BERT (language model),",
        X
        
          W
          
            i
          
          
            V
          
        
        )
        )
        
          W
          
            O
          
        
      
    
    {\displaystyle {\text{MultiheadAttention}}(Q,K,V)={\text{Concat}}_{i\in [n_{\text{heads}}]}({\text{Attention}}(XW_{i}^{Q},XW_{i}^{K},XW_{i}^{V}))W^{O}}
  
 where the matrix 
  
    
  ","Attention with seq2seq
The idea of encoder–decoder sequence transduction had been developed in the early 2010s; commonly cited as the originators that produced seq2seq are two concurrently published papers from 2014.
A 380M-parameter model for machine translation uses two long short-term memories (LSTM). Its architecture consists of two parts. The encoder is an LSTM that takes in a sequence of tok"
BM25,What is the significance of the 2014 papers in seq2seq development?,63,6,412.0,411.0,9.163596294192898,21.248719233783625,False,False,False,False,0.0024271844660194173,Transformer (deep learning),BERT (language model),",
        X
        
          W
          
            i
          
          
            V
          
        
        )
        )
        
          W
          
            O
          
        
      
    
    {\displaystyle {\text{MultiheadAttention}}(Q,K,V)={\text{Concat}}_{i\in [n_{\text{heads}}]}({\text{Attention}}(XW_{i}^{Q},XW_{i}^{K},XW_{i}^{V}))W^{O}}
  
 where the matrix 
  
    
  ","Attention with seq2seq
The idea of encoder–decoder sequence transduction had been developed in the early 2010s; commonly cited as the originators that produced seq2seq are two concurrently published papers from 2014.
A 380M-parameter model for machine translation uses two long short-term memories (LSTM). Its architecture consists of two parts. The encoder is an LSTM that takes in a sequence of tok"
BM25,What type of architecture does the 380M-parameter model use?,64,6,647.0,646.0,2.679908970728707,15.093411914265667,False,False,False,False,0.0015455950540958269,Transformer (deep learning),BERT (language model),"i
          
          
            V
          
        
      
    
    {\displaystyle W_{i}^{Q},W_{i}^{K},W_{i}^{V}}
  
 are ""projection matrices"" owned by individual attention head 
  
    
      
        i
      
    
    {\displaystyle i}
  
, and 
  
    
      
        
          W
          
            O
          
        
      
    
    {\displaystyle W^{O}}
  
 is a final projection ","Attention with seq2seq
The idea of encoder–decoder sequence transduction had been developed in the early 2010s; commonly cited as the originators that produced seq2seq are two concurrently published papers from 2014.
A 380M-parameter model for machine translation uses two long short-term memories (LSTM). Its architecture consists of two parts. The encoder is an LSTM that takes in a sequence of tok"
BM25,What component did the 130M-parameter model use instead of LSTM?,64,6,651.0,650.0,2.679908970728707,16.124517242556735,False,False,False,False,0.0015360983102918587,Transformer (deep learning),BERT (language model),"i
          
          
            V
          
        
      
    
    {\displaystyle W_{i}^{Q},W_{i}^{K},W_{i}^{V}}
  
 are ""projection matrices"" owned by individual attention head 
  
    
      
        i
      
    
    {\displaystyle i}
  
, and 
  
    
      
        
          W
          
            O
          
        
      
    
    {\displaystyle W^{O}}
  
 is a final projection ","Attention with seq2seq
The idea of encoder–decoder sequence transduction had been developed in the early 2010s; commonly cited as the originators that produced seq2seq are two concurrently published papers from 2014.
A 380M-parameter model for machine translation uses two long short-term memories (LSTM). Its architecture consists of two parts. The encoder is an LSTM that takes in a sequence of tok"
BM25,How do GRUs compare to LSTMs for seq2seq tasks according to later research?,64,6,567.0,566.0,3.0181052715955516,16.846349836799973,False,False,False,False,0.001763668430335097,Transformer (deep learning),BERT (language model),"i
          
          
            V
          
        
      
    
    {\displaystyle W_{i}^{Q},W_{i}^{K},W_{i}^{V}}
  
 are ""projection matrices"" owned by individual attention head 
  
    
      
        i
      
    
    {\displaystyle i}
  
, and 
  
    
      
        
          W
          
            O
          
        
      
    
    {\displaystyle W^{O}}
  
 is a final projection ","Attention with seq2seq
The idea of encoder–decoder sequence transduction had been developed in the early 2010s; commonly cited as the originators that produced seq2seq are two concurrently published papers from 2014.
A 380M-parameter model for machine translation uses two long short-term memories (LSTM). Its architecture consists of two parts. The encoder is an LSTM that takes in a sequence of tok"
BM25,What limitation did early seq2seq models have?,65,97,764.0,763.0,0.0,9.473469260226624,False,False,False,False,0.0013089005235602095,Transformer (deep learning),BERT (language model),"d
          
            emb
          
        
        =
        768
        ,
        
          n
          
            head
          
        
        =
        12
        ,
        
          d
          
            head
          
        
        =
        64
      
    
    {\displaystyle d_{\text{emb}}=768,n_{\text{head}}=12,d_{\text{head}}=64}
  
Since 
  
    
      
        12
    ","]
          
        
      
    
    {\displaystyle M_{\text{prefixLM}}={\begin{bmatrix}\mathbf {0} &-\infty \\\mathbf {0} &M_{\text{causal}}\end{bmatrix}}}
  
where the first columns correspond to the ""prefix"", and the subsequent columns correspond to the autoregressively generated text based on the prefix. They resemble encoder–decoder models, but has less ""sparsity"". Such models are rarely use"
BM25,When is the state vector accessible in early seq2seq models?,65,7,731.0,730.0,1.7905179928222932,25.16924630812658,False,False,False,False,0.0013679890560875513,Transformer (deep learning),BERT (language model),"d
          
            emb
          
        
        =
        768
        ,
        
          n
          
            head
          
        
        =
        12
        ,
        
          d
          
            head
          
        
        =
        64
      
    
    {\displaystyle d_{\text{emb}}=768,n_{\text{head}}=12,d_{\text{head}}=64}
  
Since 
  
    
      
        12
    ","These early seq2seq models had no attention mechanism, and the state vector is accessible only after the last word of the source text was processed. Although in theory such a vector retains the information about the whole original sentence, in practice the information is poorly preserved. This is because the input is processed sequentially by one recurrent network into a fixed-size output vector, "
BM25,Why is information poorly preserved in early seq2seq models?,65,7,577.0,576.0,1.7905179928222932,20.014714171880737,False,False,False,False,0.0017331022530329288,Transformer (deep learning),BERT (language model),"d
          
            emb
          
        
        =
        768
        ,
        
          n
          
            head
          
        
        =
        12
        ,
        
          d
          
            head
          
        
        =
        64
      
    
    {\displaystyle d_{\text{emb}}=768,n_{\text{head}}=12,d_{\text{head}}=64}
  
Since 
  
    
      
        12
    ","These early seq2seq models had no attention mechanism, and the state vector is accessible only after the last word of the source text was processed. Although in theory such a vector retains the information about the whole original sentence, in practice the information is poorly preserved. This is because the input is processed sequentially by one recurrent network into a fixed-size output vector, "
BM25,What issue arises when the input is long in the described process?,66,337,474.0,473.0,6.968653328729326,17.987134313282883,False,False,False,False,0.002109704641350211,Transformer (deep learning),BERT (language model),"Masked attention
The transformer architecture is constructed to calculate output tokens iteratively. Assuming 
  
    
      
        t
        =
        0
      
    
    {\displaystyle t=0}
  
 refers to the calculation of the first output token 
  
    
      
        i
        =
        0
      
    
    {\displaystyle i=0}
  
, for step 
  
    
      
        t
        >
        0
      
   ","Generalization and statistics
Applications that must generalize well to unseen examples, must avoid over-training. This arises in convoluted or over-specified systems when the network capacity is much larger than needed.
Two approaches address over-training. Cross-validation and similar techniques can check for over-training and select appropriate hyperparameters to minimize generalization error. "
BM25,What evidence is provided to support the problem with long inputs?,66,460,231.0,230.0,6.812020521216699,13.540987801820085,False,False,False,False,0.004329004329004329,Transformer (deep learning),BERT (language model),"Masked attention
The transformer architecture is constructed to calculate output tokens iteratively. Assuming 
  
    
      
        t
        =
        0
      
    
    {\displaystyle t=0}
  
 refers to the calculation of the first output token 
  
    
      
        i
        =
        0
      
    
    {\displaystyle i=0}
  
, for step 
  
    
      
        t
        >
        0
      
   ","Supervised learning: The computer is presented with example inputs and their desired outputs, given by a ""teacher"", and the goal is to learn a general rule that maps inputs to outputs.
Unsupervised learning: No labels are given to the learning algorithm, leaving it on its own to find structure in its input. Unsupervised learning can be a goal in itself (discovering hidden patterns in data) or a me"
BM25,What component processes the input into an output in the described system?,66,7,136.0,135.0,9.394006994918863,17.709459277043457,False,False,False,False,0.007352941176470588,Transformer (deep learning),BERT (language model),"Masked attention
The transformer architecture is constructed to calculate output tokens iteratively. Assuming 
  
    
      
        t
        =
        0
      
    
    {\displaystyle t=0}
  
 refers to the calculation of the first output token 
  
    
      
        i
        =
        0
      
    
    {\displaystyle i=0}
  
, for step 
  
    
      
        t
        >
        0
      
   ","These early seq2seq models had no attention mechanism, and the state vector is accessible only after the last word of the source text was processed. Although in theory such a vector retains the information about the whole original sentence, in practice the information is poorly preserved. This is because the input is processed sequentially by one recurrent network into a fixed-size output vector, "
BM25,What problem did the attention mechanism address in the RNN search model?,67,7,313.0,312.0,7.18254473089168,20.996856923201427,False,False,False,False,0.003194888178913738,Transformer (deep learning),BERT (language model),"{\displaystyle i}
  
 should not have access to tokens at position 
  
    
      
        j
      
    
    {\displaystyle j}
  
 for 
  
    
      
        j
        >=
        i
      
    
    {\displaystyle j>=i}
  
 (as it naturally is the case for time step 
  
    
      
        t
        =
        i
      
    
    {\displaystyle t=i}
  
, when tokens 
  
    
      
        j
        >","These early seq2seq models had no attention mechanism, and the state vector is accessible only after the last word of the source text was processed. Although in theory such a vector retains the information about the whole original sentence, in practice the information is poorly preserved. This is because the input is processed sequentially by one recurrent network into a fixed-size output vector, "
BM25,How does the attention mechanism improve the RNN search model?,67,7,146.0,145.0,7.18254473089168,16.61150852857493,False,False,False,False,0.00684931506849315,Transformer (deep learning),BERT (language model),"{\displaystyle i}
  
 should not have access to tokens at position 
  
    
      
        j
      
    
    {\displaystyle j}
  
 for 
  
    
      
        j
        >=
        i
      
    
    {\displaystyle j>=i}
  
 (as it naturally is the case for time step 
  
    
      
        t
        =
        i
      
    
    {\displaystyle t=i}
  
, when tokens 
  
    
      
        j
        >","These early seq2seq models had no attention mechanism, and the state vector is accessible only after the last word of the source text was processed. Although in theory such a vector retains the information about the whole original sentence, in practice the information is poorly preserved. This is because the input is processed sequentially by one recurrent network into a fixed-size output vector, "
BM25,Why is the RNN search model named as such?,67,7,336.0,335.0,4.535707718233908,12.251599324299127,False,False,False,False,0.002976190476190476,Transformer (deep learning),BERT (language model),"{\displaystyle i}
  
 should not have access to tokens at position 
  
    
      
        j
      
    
    {\displaystyle j}
  
 for 
  
    
      
        j
        >=
        i
      
    
    {\displaystyle j>=i}
  
 (as it naturally is the case for time step 
  
    
      
        t
        =
        i
      
    
    {\displaystyle t=i}
  
, when tokens 
  
    
      
        j
        >","These early seq2seq models had no attention mechanism, and the state vector is accessible only after the last word of the source text was processed. Although in theory such a vector retains the information about the whole original sentence, in practice the information is poorly preserved. This is because the input is processed sequentially by one recurrent network into a fixed-size output vector, "
BM25,What was compared between global and local attention models?,68,8,809.0,808.0,0.0,27.532974811466737,False,False,False,False,0.0012360939431396785,Transformer (deep learning),BERT (language model),"{\displaystyle 0}
  
 at other places:
  
    
      
        
          
            
              
                
                  MaskedAttention
                
                (
                Q
                ,
                K
                ,
                V
                )
                =
                
                  softmax
                
                
         ","The relative performances were compared between global (that of RNN search) and local (sliding window) attention model architectures for machine translation, finding that mixed attention had higher quality than global attention, while local attention reduced translation time.
In 2016, Google Translate was revamped to Google Neural Machine Translation, which replaced the previous model based on sta"
BM25,Which attention type had higher quality than global attention?,68,8,361.0,360.0,0.0,23.69966971414199,False,False,False,False,0.002770083102493075,Transformer (deep learning),BERT (language model),"{\displaystyle 0}
  
 at other places:
  
    
      
        
          
            
              
                
                  MaskedAttention
                
                (
                Q
                ,
                K
                ,
                V
                )
                =
                
                  softmax
                
                
         ","The relative performances were compared between global (that of RNN search) and local (sliding window) attention model architectures for machine translation, finding that mixed attention had higher quality than global attention, while local attention reduced translation time.
In 2016, Google Translate was revamped to Google Neural Machine Translation, which replaced the previous model based on sta"
BM25,What effect did local attention have on translation time?,68,8,469.0,468.0,0.0,14.804293708579213,False,False,False,False,0.0021321961620469083,Transformer (deep learning),BERT (language model),"{\displaystyle 0}
  
 at other places:
  
    
      
        
          
            
              
                
                  MaskedAttention
                
                (
                Q
                ,
                K
                ,
                V
                )
                =
                
                  softmax
                
                
         ","The relative performances were compared between global (that of RNN search) and local (sliding window) attention model architectures for machine translation, finding that mixed attention had higher quality than global attention, while local attention reduced translation time.
In 2016, Google Translate was revamped to Google Neural Machine Translation, which replaced the previous model based on sta"
BM25,What was the new model introduced in 2016 for Google Translate?,69,199,688.0,687.0,2.0761069474706937,14.233406836433105,False,False,False,False,0.0014534883720930232,Transformer (deep learning),BERT (language model),"d
                            
                              k
                            
                          
                        
                      
                    
                  
                  )
                
                V
              
            
          
        
      
    
    {\displaystyle {\begin{aligned}{\text{MaskedAttention}}(Q,K,V)={\text{soft","At the 2017 NeurIPS conference, Google researchers introduced the transformer architecture in their landmark paper ""Attention Is All You Need"". This paper's goal was to improve upon 2014 seq2seq technology, and was based mainly on the attention mechanism developed by Bahdanau et al. in 2014. The following year in 2018, BERT was introduced and quickly became ""ubiquitous"". Though the original transf"
BM25,What type of model was used in the new Google Translate system?,69,8,648.0,647.0,4.193825985595575,20.221467846048284,False,False,False,False,0.0015432098765432098,Transformer (deep learning),BERT (language model),"d
                            
                              k
                            
                          
                        
                      
                    
                  
                  )
                
                V
              
            
          
        
      
    
    {\displaystyle {\begin{aligned}{\text{MaskedAttention}}(Q,K,V)={\text{soft","The relative performances were compared between global (that of RNN search) and local (sliding window) attention model architectures for machine translation, finding that mixed attention had higher quality than global attention, while local attention reduced translation time.
In 2016, Google Translate was revamped to Google Neural Machine Translation, which replaced the previous model based on sta"
BM25,How long did it take to develop the new model compared to the statistical approach?,69,8,830.0,829.0,0.0,24.493268319805612,False,False,False,False,0.0012048192771084338,Transformer (deep learning),BERT (language model),"d
                            
                              k
                            
                          
                        
                      
                    
                  
                  )
                
                V
              
            
          
        
      
    
    {\displaystyle {\begin{aligned}{\text{MaskedAttention}}(Q,K,V)={\text{soft","The relative performances were compared between global (that of RNN search) and local (sliding window) attention model architectures for machine translation, finding that mixed attention had higher quality than global attention, while local attention reduced translation time.
In 2016, Google Translate was revamped to Google Neural Machine Translation, which replaced the previous model based on sta"
BM25,What is parallelizing attention?,70,433,545.0,544.0,0.0,9.019940456739024,False,False,False,False,0.001834862385321101,Transformer (deep learning),BERT (language model),"=
        
          
            [
            
              
                
                  0
                
                
                  −
                  ∞
                
                
                  −
                  ∞
                
                
                  …
                
                
                  −
                  ∞
                
      ","Theory
A main criticism concerns the lack of theory surrounding some methods. Learning in the most common deep architectures is implemented using well-understood gradient descent. However, the theory surrounding other algorithms, such as contrastive divergence is less clear. (e.g., Does it converge? If so, how fast? What is it approximating?) Deep learning methods are often looked at as a black bo"
BM25,Why is parallelizing attention important in transformer models?,70,10,799.0,798.0,0.0,13.578446399729993,False,False,False,False,0.0012515644555694619,Transformer (deep learning),BERT (language model),"=
        
          
            [
            
              
                
                  0
                
                
                  −
                  ∞
                
                
                  −
                  ∞
                
                
                  …
                
                
                  −
                  ∞
                
      ","On 2017-06-12, the original (100M-parameter) encoder–decoder transformer model was published in the ""Attention is all you need"" paper. At the time, the focus of the research was on improving seq2seq for machine translation, by removing its recurrence to process all tokens in parallel, but preserving its dot-product attention mechanism to keep its text processing performance. This led to the introd"
BM25,How does parallelizing attention contribute to the performance of transformers?,70,457,829.0,828.0,0.0,14.89214006792,False,False,False,False,0.0012062726176115801,Transformer (deep learning),BERT (language model),"=
        
          
            [
            
              
                
                  0
                
                
                  −
                  ∞
                
                
                  −
                  ∞
                
                
                  …
                
                
                  −
                  ∞
                
      ","The computational analysis of machine learning algorithms and their performance is a branch of theoretical computer science known as computational learning theory via the probably approximately correct learning model. Because training sets are finite and the future is uncertain, learning theory usually does not yield guarantees of the performance of algorithms. Instead, probabilistic bounds on the"
BM25,What issue did seq2seq models with attention face?,71,97,617.0,616.0,0.0,9.926270576117307,False,False,False,False,0.0016207455429497568,Transformer (deep learning),BERT (language model),"0
                
                
                  0
                
                
                  0
                
                
                  …
                
                
                  −
                  ∞
                
              
              
                
                  ⋮
                
                
                  ⋮
                
       ","]
          
        
      
    
    {\displaystyle M_{\text{prefixLM}}={\begin{bmatrix}\mathbf {0} &-\infty \\\mathbf {0} &M_{\text{causal}}\end{bmatrix}}}
  
where the first columns correspond to the ""prefix"", and the subsequent columns correspond to the autoregressively generated text based on the prefix. They resemble encoder–decoder models, but has less ""sparsity"". Such models are rarely use"
BM25,What did decomposable attention achieve?,71,595,339.0,338.0,0.0,9.351579870134852,False,False,False,False,0.0029498525073746312,Transformer (deep learning),BERT (language model),"0
                
                
                  0
                
                
                  0
                
                
                  …
                
                
                  −
                  ∞
                
              
              
                
                  ⋮
                
                
                  ⋮
                
       ","The three attention matrices are added together element-wise, then passed through a softmax layer and multiplied by a projection matrix.
Absolute position encoding is included in the final self-attention layer as additional input.

Notes
References
Further reading
Rogers, Anna; Kovaleva, Olga; Rumshisky, Anna (2020). ""A Primer in BERTology: What we know about how BERT works"". arXiv:2002.12327 [cs."
BM25,Why are feedforward networks advantageous in this context?,71,365,645.0,644.0,0.0,11.22263101588982,False,False,False,False,0.0015503875968992248,Transformer (deep learning),BERT (language model),"0
                
                
                  0
                
                
                  0
                
                
                  …
                
                
                  −
                  ∞
                
              
              
                
                  ⋮
                
                
                  ⋮
                
       ","History
Before 1980
There are two types of artificial neural network (ANN): feedforward neural network (FNN) or multilayer perceptron (MLP) and recurrent neural networks (RNN). RNNs have cycles in their connectivity structure, whereas FNNs do not. In the 1920s, Wilhelm Lenz and Ernst Ising created the Ising model which is essentially a non-learning RNN architecture consisting of neuron-like thresh"
BM25,How do transformers compare to LSTMs in terms of parameters?,72,153,822.0,821.0,0.0,14.925342811703574,False,False,False,False,0.0012165450121654502,Transformer (deep learning),BERT (language model),"…
                
                
                  0
                
              
            
            ]
          
        
      
    
    {\displaystyle M_{\text{causal}}={\begin{bmatrix}0&-\infty &-\infty &\dots &-\infty \\0&0&-\infty &\dots &-\infty \\0&0&0&\dots &-\infty \\\vdots &\vdots &\vdots &\ddots &\vdots \\0&0&0&\dots &0\end{bmatrix}}}","Multimodality
Transformers can also be used/adapted for modalities (input or output) beyond just text, usually by finding a way to ""tokenize"" the modality.
Multimodal models can either be trained from scratch, or by finetuning. A 2022 study found that transformers pretrained only on natural language can be finetuned on only 0.03% of parameters and become competitive with LSTMs on a variety of logi"
BM25,What was the hypothesis behind the transformer's design?,72,457,787.0,786.0,0.0,13.798799908231398,False,False,False,False,0.0012706480304955528,Transformer (deep learning),BERT (language model),"…
                
                
                  0
                
              
            
            ]
          
        
      
    
    {\displaystyle M_{\text{causal}}={\begin{bmatrix}0&-\infty &-\infty &\dots &-\infty \\0&0&-\infty &\dots &-\infty \\0&0&0&\dots &-\infty \\\vdots &\vdots &\vdots &\ddots &\vdots \\0&0&0&\dots &0\end{bmatrix}}}","The computational analysis of machine learning algorithms and their performance is a branch of theoretical computer science known as computational learning theory via the probably approximately correct learning model. Because training sets are finite and the future is uncertain, learning theory usually does not yield guarantees of the performance of algorithms. Instead, probabilistic bounds on the"
BM25,What was proposed for LSTMs in the same year as the transformer paper?,72,199,833.0,832.0,0.0,19.675060403839293,False,False,False,False,0.0012004801920768306,Transformer (deep learning),BERT (language model),"…
                
                
                  0
                
              
            
            ]
          
        
      
    
    {\displaystyle M_{\text{causal}}={\begin{bmatrix}0&-\infty &-\infty &\dots &-\infty \\0&0&-\infty &\dots &-\infty \\0&0&0&\dots &-\infty \\\vdots &\vdots &\vdots &\ddots &\vdots \\0&0&0&\dots &0\end{bmatrix}}}","At the 2017 NeurIPS conference, Google researchers introduced the transformer architecture in their landmark paper ""Attention Is All You Need"". This paper's goal was to improve upon 2014 seq2seq technology, and was based mainly on the attention mechanism developed by Bahdanau et al. in 2014. The following year in 2018, BERT was introduced and quickly became ""ubiquitous"". Though the original transf"
BM25,When was the original transformer model published?,73,10,529.0,528.0,2.5051749741066134,12.299032276406837,False,False,False,False,0.001890359168241966,Transformer (deep learning),BERT (language model),"In words, it means that each token can pay attention to itself, and every token before it, but not any after it. A non-masked attention module can be thought of as a masked attention module where the mask has all entries zero. As an example of an uncommon use of mask matrix, the XLNet considers all masks of the form 
  
    
      
        P
        
          M
          
            causal
     ","On 2017-06-12, the original (100M-parameter) encoder–decoder transformer model was published in the ""Attention is all you need"" paper. At the time, the focus of the research was on improving seq2seq for machine translation, by removing its recurrence to process all tokens in parallel, but preserving its dot-product attention mechanism to keep its text processing performance. This led to the introd"
BM25,What was the main focus of the research when the transformer model was introduced?,73,10,423.0,422.0,10.233589769154886,27.280875031298336,False,False,False,False,0.002364066193853428,Transformer (deep learning),BERT (language model),"In words, it means that each token can pay attention to itself, and every token before it, but not any after it. A non-masked attention module can be thought of as a masked attention module where the mask has all entries zero. As an example of an uncommon use of mask matrix, the XLNet considers all masks of the form 
  
    
      
        P
        
          M
          
            causal
     ","On 2017-06-12, the original (100M-parameter) encoder–decoder transformer model was published in the ""Attention is all you need"" paper. At the time, the focus of the research was on improving seq2seq for machine translation, by removing its recurrence to process all tokens in parallel, but preserving its dot-product attention mechanism to keep its text processing performance. This led to the introd"
BM25,What innovation helped improve the parallelization of the transformer model?,73,407,267.0,266.0,7.7284147950482724,18.483849633468658,False,False,False,False,0.003745318352059925,Transformer (deep learning),BERT (language model),"In words, it means that each token can pay attention to itself, and every token before it, but not any after it. A non-masked attention module can be thought of as a masked attention module where the mask has all entries zero. As an example of an uncommon use of mask matrix, the XLNet considers all masks of the form 
  
    
      
        P
        
          M
          
            causal
     ","Natural language processing
Neural networks have been used for implementing language models since the early 2000s. LSTM helped to improve machine translation and language modeling."
